label imagenumber objectnumber
+1 32117 331
-1 32652 50
-1 34252 448
-1 27063 73
-1 7117 54
-1 29076 56
-1 4938 7
-1 39733 82
-1 9937 72
-1 11433 10
-1 36762 54
-1 30775 491
-1 291 79
-1 9995 115
-1 32841 264
-1 34202 30
-1 35543 264
-1 21898 69
-1 20939 58
-1 7130 8
-1 15762 190
-1 39570 42
-1 4907 117
-1 19780 4
-1 14026 32
-1 20703 287
-1 14084 45
-1 6040 1
-1 9536 21
-1 18269 35
-1 1387 114
-1 25914 17
-1 6735 41
-1 30067 240
-1 34658 67
-1 22208 5
-1 30802 78
-1 39595 434
-1 32803 668
-1 37754 64
-1 9660 7
-1 5551 64
-1 19213 79
-1 32717 18
-1 5154 63
-1 6554 68
-1 22254 56
-1 21697 2
-1 21720 9
-1 17106 88
-1 7187 11
-1 5018 20
-1 23922 117
-1 36931 176
-1 10024 53
-1 27193 58
-1 25362 26
-1 23656 184
-1 30893 16
-1 19466 172
-1 19466 141
-1 19466 148
-1 19466 95
-1 36503 43
-1 36503 83
-1 14997 56
-1 14997 55
-1 14997 47
-1 14997 4
-1 20789 141
-1 3782 13
-1 20789 91
-1 20789 124
-1 3782 59
-1 3782 212
-1 3782 104
-1 3782 4
-1 3782 131
-1 3782 300
-1 3782 253
-1 3782 82
-1 3782 129
-1 3782 286
-1 3782 199
-1 3782 60
-1 3782 21
-1 3782 184
-1 18449 37
-1 23514 166
-1 36758 366
-1 23631 167
-1 41596 301
-1 28464 70
-1 30203 291
-1 3204 60
-1 36153 99
-1 36390 295
-1 24893 108
-1 34530 16
-1 34530 101
-1 34530 27
-1 34530 15
-1 34530 21
-1 34531 58
-1 34531 5
-1 34531 170
-1 34531 149
-1 34531 167
-1 34531 229
-1 34531 119
-1 34531 12
-1 34531 190
-1 34531 39
-1 3783 201
-1 3783 169
-1 3783 50
-1 3783 35
-1 3783 367
-1 3783 143
-1 3783 423
-1 3783 108
-1 3783 249
-1 3783 201
-1 20790 36
-1 20790 60
-1 20790 74
-1 20790 133
-1 20790 162
-1 36505 78
-1 36505 213
-1 36505 233
-1 36505 147
-1 36505 208
-1 36505 81
-1 36505 44
-1 36505 227
-1 36505 17
-1 36505 211
-1 19468 56
-1 19468 10
-1 19467 44
-1 39889 48
-1 30578 196
-1 22 50
-1 33904 200
-1 42392 81
-1 5418 42
-1 31862 358
-1 31141 72
-1 18115 5
-1 31790 103
-1 26734 233
-1 42509 159
-1 7261 39
-1 7150 34
-1 21437 57
-1 40395 467
-1 34568 425
-1 37722 121
-1 8510 82
-1 23227 435
-1 20195 16
-1 27109 186
-1 22219 1
-1 10403 4
-1 14713 44
-1 3981 107
-1 16837 118
-1 3801 15
-1 38050 17
-1 16569 128
-1 22540 5
-1 9665 41
-1 36062 28
-1 10472 52
-1 40245 14
-1 14371 5
-1 20985 32
-1 37800 382
-1 9040 74
-1 25294 42
-1 14534 43
-1 18645 17
-1 30504 54
-1 18058 2
-1 19664 2
-1 26932 117
-1 264 49
-1 36815 14
-1 8741 28
-1 36870 19
-1 1953 58
-1 42596 507
-1 22531 53
-1 8134 25
-1 4142 85
-1 42419 457
-1 33587 207
-1 14890 98
-1 42893 19
-1 34929 109
-1 5284 113
-1 23656 246
-1 28006 46
-1 36130 609
-1 11537 97
-1 1188 214
-1 15774 336
-1 25656 45
-1 12967 202
-1 8780 63
-1 5450 50
-1 34603 396
-1 36569 145
-1 22192 100
-1 39314 3
-1 18123 92
-1 7486 70
-1 42184 65
-1 11546 12
-1 24783 13
-1 22483 5
-1 3285 3
-1 35832 200
-1 9625 198
-1 22695 21
-1 20654 383
-1 11067 234
-1 31789 62
-1 990 41
-1 8388 59
-1 7999 15
-1 21978 51
-1 5696 13
-1 30383 97
-1 4855 392
-1 5978 3
-1 10153 85
-1 35335 105
-1 22646 420
-1 14675 100
-1 3784 360
-1 26266 252
-1 37721 174
-1 32105 364
-1 31919 23
-1 24863 49
-1 9642 236
-1 35287 34
-1 40295 18
-1 39939 104
-1 29022 235
-1 17169 73
-1 32847 77
-1 27983 67
-1 38159 4
-1 1363 108
-1 39327 10
-1 18017 36
-1 6863 62
-1 42404 183
-1 35678 82
-1 721 213
-1 22604 352
-1 5212 209
-1 24895 275
-1 12798 36
-1 41945 161
-1 17098 92
-1 25152 2
-1 23446 129
-1 37773 360
-1 4214 46
-1 10352 18
-1 37974 15
-1 34675 103
-1 12420 119
-1 34400 413
-1 39543 134
-1 24774 28
-1 39770 50
-1 1861 18
-1 39586 246
-1 29589 224
-1 31369 49
-1 35349 154
-1 36768 122
-1 17195 68
-1 22331 131
-1 23723 227
-1 4401 30
-1 24024 117
-1 34992 192
-1 37017 243
-1 22476 73
-1 23463 64
-1 30253 76
-1 8489 388
-1 37090 16
-1 37357 76
-1 5371 96
-1 17520 122
-1 25797 48
-1 24047 412
-1 5448 97
-1 15211 25
-1 8642 1
-1 6610 6
-1 17394 32
-1 41668 772
-1 6433 48
-1 35927 15
-1 31429 457
-1 23357 208
-1 16176 53
-1 42904 49
-1 14315 160
-1 42749 323
-1 37041 78
-1 37042 83
-1 35001 99
-1 36548 202
-1 39847 33
-1 37193 37
-1 4935 127
-1 34553 81
-1 25838 31
-1 15587 13
-1 14753 17
-1 29260 18
-1 32179 18
-1 25390 234
-1 30414 141
-1 29924 60
-1 19457 83
-1 29493 179
-1 20565 141
-1 13880 57
-1 23845 524
-1 14742 13
-1 6170 86
-1 33987 153
-1 35122 236
-1 21528 99
-1 42209 601
-1 4282 181
-1 14763 1
-1 29577 168
-1 37164 33
-1 24087 307
-1 31361 214
-1 31350 386
-1 22114 109
-1 39295 39
-1 11209 44
-1 37790 50
-1 8052 1
-1 682 54
-1 28449 85
-1 27192 79
-1 41842 492
-1 37972 34
-1 4906 5
-1 33100 92
-1 1953 58
-1 39269 82
-1 2705 24
-1 4767 27
-1 39285 26
-1 2073 11
-1 38925 82
-1 21910 8
-1 30799 133
-1 21880 29
-1 10591 13
-1 37509 12
-1 33181 405
-1 37418 387
-1 38995 212
-1 34528 34
-1 8424 130
-1 36040 33
-1 8576 148
-1 13118 160
-1 21962 79
-1 30332 90
-1 38761 53
-1 10200 141
-1 14920 113
-1 33819 420
-1 35480 17
-1 40044 205
-1 33484 207
-1 12502 106
-1 23372 21
-1 592 59
-1 42750 314
-1 11344 51
-1 42735 227
-1 23884 23
-1 22920 227
-1 20411 63
-1 32372 153
-1 21973 37
-1 4955 303
-1 33393 61
-1 23785 181
-1 6766 89
-1 42837 71
-1 12697 357
-1 27580 259
-1 10121 326
-1 23415 339
-1 37285 215
-1 28876 14
-1 5076 51
-1 15179 97
-1 5317 288
-1 31664 356
-1 22560 1
-1 5309 48
-1 10779 80
-1 25194 140
-1 21406 59
-1 26192 24
-1 34321 319
-1 38927 4
-1 16950 149
-1 5243 42
-1 19467 179
-1 5490 182
-1 30705 125
-1 23438 104
-1 40123 264
-1 25577 15
-1 23414 291
-1 31041 39
-1 27021 419
-1 11374 106
-1 30720 184
-1 8850 2
-1 16276 156
-1 42615 626
-1 26284 22
-1 29669 180
-1 35359 351
-1 33237 224
-1 14554 109
-1 20307 314
-1 18585 83
-1 38740 54
-1 34444 308
-1 15449 14
-1 34814 400
-1 12795 188
-1 36936 165
-1 34114 180
-1 23399 644
-1 35137 50
-1 24488 238
-1 27781 25
-1 40652 56
-1 14170 188
-1 33694 188
-1 42173 339
-1 35194 129
-1 12355 221
-1 41655 33
-1 30605 238
-1 5490 182
-1 17315 186
-1 34685 12
-1 23974 335
-1 37019 273
-1 18618 130
-1 41115 177
-1 25946 95
-1 42366 129
-1 41408 28
-1 34597 47
-1 26705 141
-1 6068 82
-1 39116 273
-1 28652 110
-1 13334 166
-1 17873 9
-1 33273 6
-1 33748 35
-1 24168 118
-1 20382 37
-1 36377 49
-1 10041 7
-1 34650 106
-1 23279 735
-1 17392 71
-1 992 27
-1 35355 279
-1 42654 276
-1 23461 367
-1 36749 26
-1 16270 18
-1 32555 31
-1 34664 222
-1 14174 174
-1 40921 412
-1 19305 25
-1 19603 162
-1 23438 197
-1 24490 100
-1 21717 226
-1 29792 536
-1 23064 360
-1 41050 111
-1 23589 443
-1 35611 460
-1 8383 13
-1 8517 25
-1 25655 27
-1 30942 221
-1 32857 637
-1 20845 244
-1 37917 83
-1 41254 242
-1 17456 4
-1 9339 123
-1 23414 353
-1 27831 142
-1 41830 630
-1 33423 156
-1 23770 698
-1 39543 269
-1 24392 440
-1 35403 551
-1 35720 10
-1 21720 9
-1 39350 2
-1 12600 128
-1 21305 5
-1 14155 42
-1 21197 153
-1 23123 225
-1 26468 4
-1 34919 73
-1 17501 33
-1 39443 1
-1 23598 137
-1 23103 290
-1 26843 307
-1 25204 14
-1 32316 11
-1 38162 48
-1 8094 226
-1 40396 35
-1 36443 97
-1 26720 175
-1 2739 6
-1 8774 61
-1 20908 141
-1 21028 35
-1 26293 130
-1 23320 456
-1 34799 443
-1 27514 72
-1 21555 527
-1 37853 34
-1 34588 370
-1 19398 45
-1 42038 115
-1 32837 29
-1 5592 3
-1 41636 43
-1 28362 120
-1 22494 81
-1 32915 48
-1 26485 99
-1 37739 564
-1 27800 370
-1 5609 282
-1 27464 176
-1 12752 46
-1 37763 47
-1 23789 133
-1 19076 18
-1 34392 203
-1 38739 35
-1 32363 444
-1 15443 93
-1 38967 128
-1 37253 301
-1 20874 413
-1 596 110
-1 41620 1004
-1 18684 34
-1 5050 5
-1 28769 87
-1 33085 447
-1 42648 219
-1 34826 29
-1 36256 121
-1 23600 80
-1 3340 8
-1 37452 103
-1 20306 97
-1 24238 85
-1 24488 149
-1 23792 90
-1 12866 45
-1 38901 56
-1 23376 191
-1 40983 94
-1 41948 80
-1 28195 52
-1 25678 20
-1 19791 4
-1 29451 104
-1 24557 111
-1 40971 61
-1 23556 427
-1 27482 47
-1 34531 106
-1 23232 144
-1 34531 106
-1 35934 50
-1 23605 91
-1 23231 261
-1 23790 183
-1 24375 350
-1 24000 27
-1 23600 62
-1 23600 62
-1 31864 86
-1 23223 315
-1 26312 183
-1 36958 279
-1 23600 145
-1 25566 232
-1 29657 122
-1 10290 8
-1 21923 316
-1 23614 424
-1 23799 463
-1 24000 27
-1 39200 72
-1 42509 136
-1 10827 119
-1 12715 156
-1 42474 296
-1 41898 163
-1 41898 175
-1 26615 98
-1 1679 97
-1 24322 363
-1 13481 62
-1 24245 132
-1 29055 232
-1 29332 266
-1 23732 61
-1 37701 242
-1 38723 331
-1 40922 466
-1 40171 569
-1 27461 176
-1 13464 451
-1 32706 29
-1 19878 87
-1 20001 77
-1 30959 36
-1 42687 174
-1 12399 164
-1 20837 178
-1 41544 957
-1 21324 36
-1 42595 377
-1 37261 228
-1 18252 150
-1 39246 126
-1 37941 455
-1 40353 26
-1 41901 453
-1 37339 56
-1 28545 259
-1 22509 142
-1 26264 334
-1 40355 222
-1 40355 210
-1 36925 104
-1 1861 174
-1 1861 221
-1 41962 550
-1 41997 493
-1 16381 184
-1 34665 256
-1 42707 18
-1 42707 418
-1 42705 281
-1 42705 158
-1 13463 216
-1 23155 721
-1 9801 121
-1 33592 258
-1 34800 14
-1 13295 375
-1 41592 384
-1 38270 57
-1 37918 182
-1 36692 331
-1 12319 558
-1 18460 414
-1 35816 450
-1 7990 284
-1 10620 40
-1 30553 207
-1 22054 333
-1 39571 118
-1 22437 432
-1 20421 142
-1 25945 58
-1 27959 188
-1 42501 184
-1 31428 665
-1 27047 77
-1 37943 74
-1 31558 86
-1 42316 686
-1 23815 66
-1 37712 115
-1 17912 65
-1 20119 252
-1 34804 661
-1 7883 144
-1 10763 12
-1 10291 29
-1 36789 257
-1 16104 45
-1 23524 144
-1 31940 56
-1 24332 217
-1 34548 86
-1 36170 297
-1 37732 163
-1 33374 369
-1 15854 34
-1 23975 289
-1 27635 194
-1 41285 163
-1 16056 271
-1 33376 428
-1 31680 223
-1 16055 444
-1 31594 278
-1 28842 21
-1 26479 256
-1 42744 50
-1 24545 33
-1 22204 354
-1 41695 258
-1 31256 110
-1 31256 79
-1 31256 167
-1 31256 165
-1 31256 362
-1 31256 392
-1 23798 95
-1 23798 104
-1 23798 166
-1 35533 74
-1 35533 220
-1 35533 94
-1 39156 29
-1 39156 92
-1 39156 139
-1 32462 96
-1 32462 283
-1 32462 232
-1 32462 287
-1 18536 277
-1 18536 72
-1 18536 259
-1 36673 37
-1 36673 36
-1 36673 377
-1 36673 39
-1 39156 270
-1 39156 194
-1 39156 234
-1 39156 29
-1 39156 239
-1 35533 169
-1 35533 74
-1 35533 88
-1 35533 222
-1 35533 163
-1 40211 157
-1 9908 323
-1 28296 221
-1 12317 74
-1 23798 104
-1 36144 520
-1 31256 392
-1 598 271
-1 12864 82
-1 41550 345
-1 42363 255
-1 27635 193
-1 6217 170
-1 8624 6
-1 42138 155
-1 31821 133
-1 23798 202
-1 24183 75
-1 19467 31
-1 23600 2
-1 23607 114
-1 23600 89
-1 23599 94
-1 24168 358
-1 23797 240
-1 826 180
-1 33001 187
-1 42558 3
-1 35533 163
-1 31904 16
-1 42839 470
-1 40573 180
-1 31239 347
-1 32462 202
-1 18536 258
-1 29177 218
-1 36673 369
-1 39156 195
-1 33203 271
-1 33203 308
-1 33203 278
-1 33203 637
-1 42465 201
-1 42465 140
-1 42465 509
-1 42465 239
-1 42465 94
-1 42465 151
-1 42465 229
-1 42465 418
-1 42465 437
-1 42465 228
-1 42465 253
-1 42465 284
-1 42465 492
-1 42465 284
-1 42465 352
-1 42465 37
-1 42465 37
-1 42465 166
-1 42465 205
-1 42074 78
-1 42074 174
-1 42074 174
-1 42074 96
-1 42074 205
-1 42074 308
-1 42074 94
-1 42074 107
-1 42074 277
-1 42074 78
-1 42074 277
-1 42074 205
-1 42074 318
-1 42074 1
-1 42074 70
-1 42074 194
-1 42074 258
-1 42074 93
-1 42074 296
-1 42074 1
-1 42266 233
-1 42266 258
-1 42266 381
-1 42266 354
-1 42266 138
-1 42266 443
-1 42266 443
-1 42266 118
-1 42266 186
-1 42266 285
-1 42266 118
-1 42266 443
-1 42266 132
-1 42266 186
-1 42266 132
-1 42266 118
-1 42266 288
-1 42266 272
-1 42266 354
-1 42266 132
-1 42298 214
-1 42298 19
-1 42298 365
-1 42298 270
-1 42298 319
-1 42298 19
-1 42298 30
-1 42298 178
-1 42298 172
-1 42298 283
-1 42298 150
-1 42298 129
-1 42298 373
-1 42298 373
-1 42298 373
-1 42298 30
-1 42298 319
-1 42298 391
-1 42298 200
-1 42298 14
-1 42474 101
-1 42474 229
-1 42474 62
-1 42474 264
-1 42474 236
-1 42474 234
-1 42474 166
-1 42474 212
-1 42474 72
-1 42474 224
-1 42474 280
-1 42474 329
-1 42474 96
-1 42474 220
-1 42474 157
-1 42474 101
-1 42474 220
-1 42474 312
-1 42474 264
-1 41962 516
-1 41899 339
-1 41899 280
-1 41899 526
-1 41899 206
-1 41899 175
-1 41899 491
-1 41899 192
-1 41899 507
-1 41899 491
-1 41899 2
-1 41899 214
-1 41899 28
-1 41899 526
-1 41899 342
-1 41899 149
-1 41899 371
-1 41899 214
-1 41899 255
-1 41899 304
-1 41899 374
-1 41898 307
-1 41898 326
-1 41898 391
-1 41898 88
-1 41898 236
-1 41898 333
-1 41898 320
-1 41898 218
-1 41898 326
-1 41898 320
-1 41898 178
-1 41898 252
-1 41898 252
-1 41898 171
-1 41898 236
-1 41898 401
-1 36683 333
-1 37384 54
-1 32708 17
-1 34234 279
-1 13958 161
-1 42818 310
-1 6648 1
-1 15956 339
-1 2424 321
-1 33593 13
-1 22538 9
-1 37780 96
-1 716 267
-1 26893 127
-1 32994 486
-1 18080 80
-1 40260 392
-1 32580 95
-1 42350 98
-1 42476 399
-1 35182 203
-1 22345 102
-1 22345 219
-1 22345 123
-1 22345 2
-1 22345 197
-1 22345 36
-1 22345 197
-1 22345 149
-1 22345 42
-1 22345 144
-1 22345 72
-1 22345 172
-1 22345 23
-1 22345 32
-1 22345 44
-1 22345 230
-1 22345 6
-1 22345 162
-1 22345 14
-1 40355 272
-1 40355 419
-1 40355 444
-1 40355 548
-1 40355 445
-1 40355 339
-1 40355 219
-1 40355 450
-1 40355 278
-1 40355 493
-1 7121 365
-1 7121 90
-1 7121 35
-1 7121 55
-1 7121 53
-1 7121 190
-1 7121 273
-1 7121 111
-1 7121 481
-1 7121 274
-1 7121 55
-1 7121 40
-1 7121 341
-1 7121 422
-1 7121 273
-1 7121 448
-1 7121 344
-1 7121 263
-1 36925 6
-1 36925 29
-1 36925 53
-1 36925 82
-1 36925 73
-1 36925 18
-1 36925 37
-1 36925 52
-1 36925 6
-1 36925 36
-1 36925 94
-1 36925 82
-1 36925 92
-1 36925 21
-1 36925 54
-1 36925 65
-1 36925 50
-1 36925 139
-1 8369 278
-1 8369 221
-1 8369 15
-1 8369 127
-1 8369 70
-1 8369 164
-1 8369 236
-1 8369 122
-1 8369 58
-1 8369 54
-1 8369 309
-1 8369 87
-1 8369 111
-1 8369 158
-1 8369 93
-1 8369 7
-1 8369 323
-1 8369 172
-1 8369 158
-1 1861 45
-1 1861 49
-1 1861 35
-1 1861 44
-1 1861 105
-1 1861 178
-1 1861 41
-1 1861 2
-1 1861 69
-1 1861 64
-1 1861 168
-1 1861 75
-1 1861 82
-1 1861 158
-1 1861 191
-1 1861 24
-1 1861 172
-1 41962 95
-1 41962 82
-1 41962 266
-1 41962 193
-1 41962 451
-1 41962 193
-1 41962 213
-1 41962 184
-1 41962 332
-1 41962 48
-1 41962 273
-1 41962 22
-1 41962 82
-1 41962 233
-1 41962 442
-1 41997 423
-1 41997 510
-1 41997 531
-1 41997 8
-1 41997 423
-1 41997 155
-1 41997 366
-1 41997 489
-1 41997 469
-1 41997 43
-1 41997 473
-1 41997 225
-1 41997 365
-1 41997 251
-1 41997 10
-1 41997 308
-1 41997 155
-1 41997 226
-1 41997 366
-1 16381 17
-1 16381 326
-1 16381 302
-1 16381 99
-1 16381 61
-1 16381 251
-1 16381 99
-1 16381 52
-1 16381 198
-1 16381 52
-1 16381 245
-1 16381 88
-1 16381 179
-1 16381 132
-1 16381 308
-1 16381 308
-1 16381 251
-1 16381 331
-1 29875 196
-1 29875 185
-1 29875 347
-1 29875 376
-1 29875 203
-1 29875 194
-1 29875 132
-1 29875 66
-1 29875 218
-1 29875 347
-1 29875 285
-1 29875 40
-1 29875 132
-1 29875 352
-1 29875 12
-1 29875 123
-1 29875 22
-1 29875 285
-1 34665 374
-1 34665 7
-1 34665 15
-1 34665 166
-1 34665 121
-1 34665 239
-1 34665 71
-1 34665 240
-1 34665 116
-1 34665 29
-1 34665 269
-1 34665 239
-1 34665 177
-1 34665 154
-1 34665 139
-1 34665 9
-1 34665 240
-1 42707 274
-1 42707 100
-1 42707 104
-1 42707 104
-1 42707 206
-1 42707 364
-1 42707 206
-1 42707 53
-1 42707 294
-1 42707 424
-1 42707 364
-1 42707 424
-1 42707 89
-1 42705 278
-1 42705 216
-1 42705 97
-1 42705 47
-1 42705 210
-1 42705 27
-1 42705 325
-1 42705 60
-1 42705 307
-1 42705 325
-1 42705 1
-1 42705 92
-1 42705 182
-1 42705 325
-1 42705 35
-1 42705 182
-1 13006 15
-1 13006 128
-1 13006 175
-1 13006 181
-1 13006 245
-1 13006 207
-1 13006 200
-1 13006 222
-1 13006 125
-1 13006 220
-1 13006 248
-1 13006 124
-1 13006 208
-1 13006 69
-1 13006 92
-1 13006 234
-1 13006 220
-1 13006 4
-1 13006 181
-1 13006 155
-1 34510 294
-1 34510 38
-1 34510 319
-1 34510 321
-1 34510 351
-1 34510 246
-1 34510 293
-1 34510 102
-1 34510 246
-1 34510 135
-1 34510 364
-1 34510 135
-1 34510 284
-1 34510 345
-1 34510 32
-1 34510 285
-1 34510 160
-1 34510 38
-1 34510 307
-1 34510 135
-1 34509 73
-1 34509 191
-1 34509 248
-1 34509 154
-1 34509 147
-1 34509 153
-1 34509 170
-1 34509 175
-1 34509 153
-1 34509 41
-1 34509 175
-1 34509 41
-1 34509 63
-1 34509 164
-1 34509 153
-1 34509 44
-1 34509 143
-1 34509 88
-1 34509 194
-1 13463 139
-1 13463 396
-1 13463 340
-1 13463 92
-1 13463 142
-1 13463 49
-1 13463 205
-1 13463 178
-1 13463 380
-1 13463 428
-1 13463 91
-1 13463 334
-1 13463 242
-1 13463 158
-1 13463 256
-1 13463 371
-1 13463 188
-1 13463 93
-1 13463 366
-1 13462 178
-1 13462 280
-1 13462 339
-1 13462 280
-1 13462 24
-1 13462 98
-1 13462 425
-1 13462 218
-1 13462 273
-1 13462 40
-1 13462 471
-1 13462 262
-1 13462 50
-1 13462 425
-1 13462 29
-1 13462 284
-1 13462 413
-1 13462 445
-1 13462 211
-1 13462 94
-1 13461 248
-1 13461 375
-1 13461 207
-1 13461 128
-1 13461 555
-1 13461 125
-1 13461 176
-1 13461 430
-1 13461 189
-1 13461 147
-1 13461 257
-1 13461 66
-1 13461 174
-1 13461 66
-1 13461 174
-1 13461 56
-1 13461 403
-1 13461 244
-1 13461 173
-1 13461 34
-1 9706 186
-1 9706 147
-1 9706 39
-1 9706 169
-1 9706 145
-1 9706 72
-1 9706 48
-1 9706 110
-1 9706 27
-1 9706 31
-1 9706 143
-1 9706 78
-1 9706 64
-1 9706 123
-1 9706 9
-1 9706 98
-1 9706 117
-1 9706 95
-1 9706 39
-1 9706 43
-1 9705 109
-1 9705 135
-1 9705 134
-1 9705 108
-1 9705 120
-1 9705 30
-1 9705 130
-1 9705 33
-1 9705 102
-1 9705 148
-1 9705 121
-1 9705 47
-1 9705 102
-1 9705 15
-1 9705 116
-1 9705 119
-1 9705 61
-1 9705 64
-1 9705 25
-1 12049 59
-1 12049 10
-1 12049 17
-1 12049 50
-1 12049 60
-1 12049 10
-1 12049 43
-1 12049 22
-1 12049 21
-1 12049 57
-1 12049 39
-1 12049 57
-1 12049 60
-1 12049 5
-1 12049 39
-1 12049 21
-1 12049 64
-1 12049 27
-1 12049 51
-1 12049 59
-1 2449 12
-1 2449 15
-1 2449 6
-1 2449 14
-1 2449 25
-1 2449 17
-1 2449 21
-1 2449 22
-1 1857 11
-1 1857 12
-1 1857 13
-1 1857 3
-1 1857 6
-1 1857 9
-1 37994 57
-1 37994 130
