label imagenumber objectnumber
+1 30841 6
+1 6093 40
+1 2053 146
+1 214 160
+1 25456 48
+1 38699 3
+1 34003 331
+1 28915 36
+1 17214 127
+1 9939 132
+1 37479 25
+1 41089 8
+1 22715 86
+1 38448 138
+1 2078 45
+1 39965 39
+1 9802 129
+1 27221 45
+1 22489 27
+1 38455 111
+1 38455 263
+1 39062 77
+1 40745 39
+1 5667 16
+1 32700 32
+1 38455 20
+1 22161 9
+1 41066 92
+1 35719 33
+1 34339 240
+1 37805 8
+1 21765 22
+1 16399 8
+1 23160 46
+1 27104 109
+1 147 253
+1 34306 145
+1 23748 849
+1 1648 199
+1 16941 51
+1 4643 72
+1 27597 185
+1 20233 214
+1 31734 21
+1 14665 29
+1 22142 129
+1 21982 38
+1 7952 97
+1 38455 173
+1 33708 156
+1 37288 368
-1 38455 215
-1 36091 26
-1 24316 260
-1 10596 12
-1 19409 120
-1 8937 3
-1 9919 5
-1 3406 56
-1 5939 40
-1 4071 23
-1 26798 103
-1 37072 75
-1 23236 80
-1 20455 178
-1 8937 24
-1 3760 27
-1 31118 291
-1 23492 56
-1 7166 33
-1 34060 303
-1 5972 181
-1 22586 37
-1 8937 56
-1 12539 215
-1 17274 22
-1 29167 15
-1 22241 29
-1 14605 213
-1 31287 235
-1 7078 82
-1 18629 87
-1 14853 33
-1 38362 4
-1 17419 65
-1 28136 51
-1 20933 38
-1 8480 283
-1 21607 177
-1 4071 121
-1 40372 93
-1 31569 177
-1 41316 36
-1 6862 31
-1 4178 3
-1 790 231
-1 28136 87
-1 24035 85
-1 42087 251
-1 23403 939
-1 5773 167
-1 6862 61
-1 26927 86
-1 9793 183
-1 1747 141
-1 14244 471
-1 10046 15
-1 34325 176
-1 33131 23
-1 35692 303
-1 4943 66
-1 13375 16
-1 8977 35
-1 17127 487
-1 13208 165
-1 33097 79
-1 21179 225
-1 18049 292
-1 19247 99
-1 39688 64
-1 24827 400
-1 38848 30
-1 325 77
-1 14382 64
-1 27433 133
-1 11145 24
-1 40478 97
-1 6578 72
-1 37063 25
-1 39385 178
-1 7958 16
-1 18810 22
-1 4984 103
-1 3817 4
-1 163 97
-1 3817 6
-1 8785 50
-1 8578 128
-1 33891 17
-1 3817 17
-1 3817 19
-1 33778 60
-1 40749 210
-1 27117 230
-1 3817 27
-1 38236 78
-1 22344 126
-1 1307 143
-1 537 56
-1 8687 229
-1 18917 69
-1 19326 8
-1 16695 23
-1 3817 47
-1 19247 180
-1 6209 4
-1 727 158
-1 3817 57
-1 3817 58
-1 10599 8
-1 18254 40
-1 37286 36
-1 26509 121
-1 42535 87
-1 14268 110
-1 3817 69
-1 3817 70
-1 36304 556
-1 41307 24
-1 23711 16
-1 40118 90
-1 35077 28
-1 4832 182
-1 5478 13
-1 30049 40
-1 8785 167
-1 22768 14
-1 31968 54
-1 26580 51
-1 29275 241
-1 26906 144
-1 21289 376
-1 28047 82
-1 16935 223
-1 24431 447
-1 26822 9
-1 23915 198
-1 8147 311
-1 31425 291
-1 32266 88
-1 20237 108
-1 23888 407
-1 5341 26
-1 8785 209
-1 31112 125
-1 15961 2
-1 6534 33
-1 5341 36
-1 8785 219
-1 5341 43
-1 5341 46
-1 13073 220
-1 40405 68
-1 18555 261
-1 8785 237
-1 38808 174
-1 1117 4
-1 41255 4
-1 15961 28
-1 15961 31
-1 14185 154
-1 1537 80
-1 22736 29
-1 11762 51
-1 7470 60
-1 15961 51
-1 1117 28
-1 1117 31
-1 1117 32
-1 38828 90
-1 17717 52
-1 1117 46
-1 12020 194
-1 15961 79
-1 1188 32
-1 13853 33
-1 16325 129
-1 8030 84
-1 15549 100
-1 35711 171
-1 8785 308
-1 8785 309
-1 15961 104
-1 42535 286
-1 27123 180
-1 8785 324
-1 23003 151
-1 24982 441
-1 844 18
-1 39350 143
-1 4145 29
-1 8785 338
-1 6173 6
-1 24359 419
-1 41753 2
-1 10014 43
-1 4145 36
-1 3669 42
-1 4145 39
-1 25734 9
-1 36277 111
-1 22298 202
-1 27999 87
-1 9404 31
-1 22105 116
-1 10443 79
-1 11545 26
-1 39714 133
-1 3376 27
-1 22883 18
-1 29158 108
-1 42349 21
-1 9160 68
-1 39396 72
-1 6296 228
-1 27937 17
-1 6658 51
-1 1202 141
-1 25288 26
-1 33359 556
-1 30277 465
-1 24683 35
-1 16186 70
-1 37904 92
-1 17544 111
-1 39534 45
-1 31128 151
-1 17735 270
-1 41523 593
-1 30282 70
-1 4510 90
-1 21639 185
-1 40927 66
-1 26490 17
-1 41479 21
-1 14186 183
-1 9625 61
-1 39802 220
-1 515 217
-1 41533 326
-1 21197 165
-1 34987 111
-1 39201 36
-1 34628 219
-1 6659 58
-1 19357 92
-1 20860 57
-1 42022 513
-1 23721 108
-1 15434 68
-1 13163 167
-1 23316 90
-1 26805 325
-1 41871 409
-1 34143 109
-1 4118 95
-1 42524 82
-1 8136 55
-1 38119 13
-1 10157 24
-1 18767 13
-1 20508 99
-1 21564 78
-1 16576 64
-1 37648 155
-1 40397 181
-1 30416 149
-1 6605 66
-1 9258 48
-1 397 5
-1 19357 168
-1 30189 72
-1 397 11
-1 397 12
-1 42189 25
-1 36267 114
-1 30696 131
-1 397 16
-1 11154 43
-1 34155 247
-1 397 19
-1 397 20
-1 29769 21
-1 397 21
-1 397 22
-1 32764 155
-1 31055 198
-1 32369 64
-1 397 35
-1 9410 54
-1 3526 10
-1 32143 62
-1 397 41
-1 42524 145
-1 31890 223
-1 397 46
-1 34787 403
-1 5508 141
-1 397 50
-1 3594 12
-1 27670 38
-1 28530 105
-1 5885 93
-1 397 55
-1 8488 67
-1 397 58
-1 14518 50
-1 397 60
-1 397 61
-1 12666 3
-1 15010 482
-1 22713 192
-1 3692 75
-1 397 73
-1 14369 51
-1 32151 139
-1 4559 54
-1 41256 215
-1 39047 67
-1 32111 90
-1 22787 89
-1 26435 40
-1 19544 97
-1 34846 115
-1 9952 83
-1 20387 341
-1 26199 150
-1 7922 36
-1 37812 208
-1 16264 117
-1 40285 45
-1 9259 138
-1 9323 43
-1 10161 2
-1 34342 38
-1 10161 4
-1 21905 7
-1 37962 120
-1 10161 12
-1 38875 165
-1 8089 50
-1 10161 14
-1 10161 15
-1 30457 54
-1 10161 23
-1 10161 24
-1 16497 92
-1 3292 19
-1 41950 123
-1 10161 32
-1 10161 35
-1 18017 82
-1 10161 37
-1 23934 17
-1 26689 270
-1 25312 2
-1 12792 168
-1 10445 51
-1 35632 107
-1 140 35
-1 7261 12
-1 29716 517
-1 916 46
-1 27250 20
-1 4149 206
-1 23780 447
-1 12830 252
-1 9145 5
-1 14347 285
-1 11157 25
-1 16056 590
-1 5980 9
-1 38533 53
-1 16328 116
-1 27353 31
-1 12212 98
-1 9304 55
-1 21924 294
-1 30157 125
-1 18924 15
-1 4285 43
-1 22460 73
-1 6483 105
-1 24205 13
-1 17758 54
-1 18623 87
-1 37853 61
-1 14813 149
-1 42209 235
-1 5301 27
-1 26571 238
-1 9550 50
-1 36156 19
-1 36363 16
-1 28373 29
-1 34344 31
-1 13916 39
-1 26837 297
-1 11531 56
-1 18993 63
-1 26735 49
-1 340 6
-1 4406 35
-1 340 17
-1 23087 388
-1 19116 24
-1 340 24
-1 4749 220
-1 340 29
-1 40781 51
-1 340 33
-1 3569 1
-1 3569 2
-1 3569 3
-1 340 39
-1 34055 102
-1 36106 143
-1 3569 10
-1 4907 103
-1 3569 11
-1 3569 13
-1 3569 17
-1 3569 20
-1 3569 21
-1 23589 304
-1 341 15
-1 41528 401
-1 3569 27
-1 3569 30
-1 3569 31
-1 3569 33
-1 26108 64
-1 5229 199
-1 18699 52
-1 3569 36
-1 15860 188
-1 22898 20
-1 22406 122
-1 16903 215
-1 3569 49
-1 5105 10
-1 4268 71
-1 3570 4
-1 30437 123
-1 5105 15
-1 3570 6
-1 2070 19
-1 3531 52
-1 3570 13
-1 38493 211
-1 11658 26
-1 12924 137
-1 5820 130
-1 3570 18
-1 3570 19
-1 13133 32
-1 4326 29
-1 1210 97
-1 3570 27
-1 20830 605
-1 36079 2
-1 5105 36
-1 8662 15
-1 36018 57
-1 21738 144
-1 15449 46
-1 27000 73
-1 5105 48
-1 4026 86
-1 5105 54
-1 37296 188
-1 5105 63
-1 40648 386
-1 22193 68
-1 8909 21
-1 26974 212
-1 5105 78
-1 5105 80
-1 5105 83
-1 5105 86
-1 26130 28
-1 21942 386
-1 4908 100
-1 26200 129
-1 33872 85
-1 16461 78
-1 6361 73
-1 26130 45
-1 16966 28
-1 27514 4
-1 31530 197
-1 35546 35
-1 36126 21
-1 4151 29
-1 5447 419
-1 8637 15
-1 34123 332
-1 2448 55
-1 38467 232
-1 20476 300
-1 15668 386
-1 33819 446
-1 27267 44
-1 14348 200
-1 37660 84
-1 38717 112
-1 1181 32
-1 42919 351
-1 41337 171
-1 36520 37
-1 19567 38
-1 32707 370
-1 8555 22
-1 7326 18
-1 21407 166
-1 21857 23
-1 34894 75
-1 3157 23
-1 19620 44
-1 4105 41
-1 29721 14
-1 32546 8
-1 33915 38
-1 16059 108
-1 28070 32
-1 17906 47
-1 6044 7
-1 29228 243
-1 16957 42
-1 33749 73
-1 17311 281
-1 17496 197
-1 1016 37
-1 42431 335
-1 3717 12
-1 19154 27
-1 6362 86
-1 20074 51
-1 38007 106
-1 2615 112
-1 16463 19
-1 19332 53
-1 38179 3
-1 34539 554
-1 8041 17
-1 15387 258
-1 20395 575
-1 37968 17
-1 1037 24
-1 16660 196
-1 18647 209
-1 5144 26
-1 28594 36
-1 18647 225
-1 29722 96
-1 520 81
-1 13321 135
-1 27373 31
-1 15718 13
-1 16068 27
-1 11188 110
-1 33397 527
-1 39927 102
-1 41831 417
-1 32953 183
-1 5646 123
-1 35892 12
-1 39653 61
-1 1038 15
-1 1038 18
-1 32872 89
-1 38697 49
-1 9250 27
-1 20182 47
-1 5303 43
-1 25084 63
-1 42605 163
-1 278 100
-1 37521 75
-1 24626 10
-1 14438 161
-1 1038 59
-1 31716 114
-1 39720 60
-1 39071 85
-1 1038 64
-1 1038 65
-1 34425 62
-1 36440 20
-1 13037 17
-1 22618 21
-1 23299 131
-1 17917 108
-1 37132 63
-1 34706 267
-1 38614 82
-1 35726 214
-1 6204 100
-1 20166 186
-1 29706 13
-1 41834 642
-1 39828 88
-1 20954 28
-1 7309 27
-1 10147 36
-1 12406 76
-1 6508 51
-1 404 112
-1 20563 258
-1 5893 80
-1 21647 221
-1 21774 34
-1 8987 102
-1 39721 58
-1 22027 55
-1 19693 205
-1 16690 32
-1 32187 54
-1 33543 533
-1 1103 75
-1 30001 23
-1 9955 179
-1 15083 47
-1 17284 185
-1 25106 21
-1 20317 145
-1 5238 7
-1 38416 417
-1 38040 27
-1 8017 57
-1 42461 273
-1 14189 69
-1 25474 30
-1 11459 85
-1 5439 55
-1 33139 54
-1 38288 355
-1 14742 230
-1 7489 61
-1 13039 65
-1 29325 64
-1 23118 78
-1 11009 33
-1 19674 39
-1 30883 387
-1 35028 192
-1 17322 216
-1 42032 429
-1 12459 185
-1 8797 5
-1 20959 239
-1 27958 216
-1 17580 272
-1 36150 38
-1 12692 50
-1 34472 342
-1 22661 20
-1 34601 228
-1 28633 4
-1 18737 508
-1 31566 68
-1 8250 77
-1 42478 31
-1 18976 3
-1 5648 104
-1 8797 50
-1 17521 34
-1 28382 92
-1 20746 41
-1 42833 131
-1 15720 107
-1 24592 135
-1 32524 43
-1 4792 96
-1 37190 146
-1 32850 378
-1 4303 141
-1 34023 72
-1 40411 372
-1 14337 19
-1 38814 181
-1 10959 176
-1 10279 52
-1 31354 38
-1 37042 75
-1 15527 2
-1 34805 83
-1 36031 54
-1 13469 61
-1 33009 284
-1 33648 25
-1 32555 52
-1 31360 13
-1 5085 4
-1 27043 15
-1 33814 37
-1 26231 414
-1 18251 150
-1 27739 369
-1 4615 172
-1 1454 26
-1 35921 132
-1 42534 78
-1 27026 268
-1 5449 132
-1 20482 327
-1 35226 179
-1 37637 63
-1 14799 2
-1 14061 128
-1 27224 112
-1 19611 147
-1 6076 141
-1 5019 53
-1 33715 105
-1 23447 415
-1 23828 182
-1 11390 54
-1 4486 47
-1 34867 247
-1 3039 36
-1 2145 42
-1 31722 49
-1 7248 49
-1 34493 26
-1 36273 2
-1 19264 109
-1 13201 132
-1 20184 31
-1 41704 152
-1 18649 175
-1 30995 668
-1 36579 125
-1 38616 180
-1 27995 323
-1 24332 174
-1 23308 9
-1 8882 304
-1 24166 413
-1 1763 12
-1 15863 142
-1 23442 36
-1 38699 116
-1 9917 67
-1 4915 56
-1 37856 223
-1 18192 36
-1 29370 308
-1 35233 21
-1 21572 83
-1 23687 554
-1 2177 60
-1 35750 72
-1 10026 39
-1 17297 193
-1 22772 367
-1 28043 35
-1 7884 97
-1 37347 45
-1 37284 34
-1 41513 66
-1 26715 61
-1 29765 78
-1 10678 70
-1 36779 97
-1 32959 241
-1 14145 39
-1 40974 197
-1 37255 100
-1 12533 110
-1 38455 349
-1 38455 349
-1 38455 17
-1 38455 320
-1 38455 330
-1 38455 229
-1 38455 157
-1 38455 188
-1 38455 180
-1 38455 362
-1 38455 265
-1 38455 10
-1 38455 118
-1 38455 37
-1 38455 262
-1 38455 17
-1 38455 270
-1 38455 184
-1 38455 49
-1 38455 165
-1 38455 163
-1 38455 201
-1 38455 327
-1 38455 390
-1 38455 322
-1 11685 8
-1 33623 17
-1 30131 59
-1 13335 17
-1 22665 135
-1 29052 115
-1 39711 124
-1 41581 71
-1 35061 56
-1 36941 81
-1 18604 142
-1 12869 170
-1 26181 34
-1 25999 292
-1 16827 34
-1 34101 148
-1 30113 394
-1 38025 122
-1 32408 489
-1 19770 113
-1 10874 111
-1 30800 11
-1 31095 426
-1 35451 241
-1 33777 160
-1 31607 564
-1 38455 212
-1 38455 24
-1 38455 222
-1 8306 24
-1 40606 272
-1 16927 394
-1 32555 99
-1 40167 288
-1 32524 573
-1 37447 29
-1 28294 546
-1 37035 166
-1 38262 65
-1 37023 244
-1 6537 8
-1 31092 182
-1 13677 239
-1 27692 167
-1 12557 75
-1 12559 131
-1 36023 345
-1 2406 59
-1 37220 139
-1 36980 271
-1 33467 33
-1 20506 252
-1 40751 96
-1 5771 180
-1 27542 378
-1 35445 138
-1 21076 340
-1 41507 52
-1 38455 251
-1 38455 212
-1 38455 129
-1 38455 36
-1 38455 165
-1 38455 119
-1 38455 36
-1 38455 297
-1 38455 124
-1 38455 165
-1 38455 67
-1 38455 145
-1 38455 285
-1 38455 134
-1 38455 345
-1 38455 395
-1 38455 145
-1 6603 97
-1 31635 336
-1 18182 69
-1 35024 155
-1 29424 253
-1 36475 37
-1 35678 74
-1 3596 18
-1 33406 155
-1 18516 53
-1 31847 42
-1 20372 126
-1 31940 166
-1 41483 431
-1 34452 115
-1 8625 81
-1 18803 62
-1 33054 450
-1 41587 475
-1 26505 125
-1 38455 305
-1 38455 311
-1 38455 311
-1 38455 16
-1 38455 176
-1 38455 249
-1 38455 193
-1 38455 33
-1 30475 135
-1 34573 389
-1 31036 481
-1 13161 290
-1 40790 121
-1 38534 1
-1 32569 51
-1 37392 356
-1 29869 44
-1 33382 226
-1 12402 108
-1 15372 215
-1 37276 9
-1 35591 95
-1 35196 67
-1 24037 354
-1 20769 92
-1 31618 8
-1 20898 160
-1 41811 253
-1 7137 81
-1 42576 613
-1 35055 161
-1 26765 30
-1 3410 196
-1 26888 51
-1 29945 294
-1 13489 41
-1 21054 360
-1 38454 112
-1 38454 88
-1 38456 276
-1 38455 334
-1 38455 334
-1 38455 313
-1 38455 350
-1 34196 130
-1 31700 261
-1 7951 45
-1 25192 38
-1 36749 55
-1 1037 26
-1 34280 152
-1 3569 38
-1 39150 177
-1 25894 79
-1 14927 89
-1 8937 42
-1 8785 10
-1 3817 41
-1 3817 77
-1 8785 206
-1 5341 40
-1 8785 224
-1 1117 15
-1 8785 226
-1 40760 139
-1 15961 98
-1 13868 143
-1 14369 14
-1 397 37
-1 397 70
-1 14369 49
-1 4080 101
-1 19874 11
-1 38455 67
-1 38455 230
-1 38453 14
-1 21774 35
-1 4461 58
-1 7760 54
-1 40035 60
-1 15383 56
-1 41850 64
-1 42852 486
-1 3075 89
-1 4928 169
-1 22603 308
-1 43003 138
-1 36900 50
-1 32968 118
-1 31978 83
-1 33920 261
-1 34767 465
-1 18277 11
-1 19706 152
-1 543 78
-1 28957 22
-1 24549 220
-1 25574 146
-1 16582 342
-1 38456 243
-1 20430 59
-1 599 270
-1 39724 5
-1 38503 61
-1 34831 388
-1 20394 20
-1 10823 11
-1 21406 303
-1 15860 12
-1 40400 51
-1 28181 22
-1 41584 259
-1 15106 114
-1 38563 338
-1 26123 21
-1 6356 65
-1 10188 59
-1 20741 190
-1 20371 446
-1 13200 63
-1 17792 47
-1 5381 139
-1 32813 269
-1 27575 102
-1 19639 151
-1 23662 239
-1 23521 102
-1 38460 186
-1 4006 42
-1 31484 89
-1 1035 14
-1 39956 374
-1 28293 72
-1 7811 189
-1 6350 260
-1 30367 33
-1 17355 380
-1 28647 265
-1 34187 174
-1 35147 157
-1 20399 464
-1 42213 697
-1 35029 246
-1 42163 95
-1 8295 72
-1 37676 143
-1 35126 271
-1 29767 21
-1 23915 31
-1 5204 146
-1 33147 200
-1 21734 48
-1 17124 92
-1 35691 496
-1 41354 50
-1 33422 241
-1 21902 36
-1 29899 320
-1 26256 292
-1 18142 17
-1 42578 328
-1 29467 71
-1 34502 99
-1 42741 424
-1 12995 56
-1 8489 184
-1 31117 94
-1 33968 142
-1 41454 25
-1 4982 9
-1 723 255
-1 32384 654
-1 3291 92
-1 24261 291
-1 16164 24
-1 15308 146
-1 42852 165
-1 6845 102
-1 24501 225
-1 21787 177
-1 42544 327
-1 41961 511
-1 42560 290
-1 34209 12
-1 30999 656
-1 35011 236
-1 35656 415
-1 38501 206
-1 32859 314
-1 30979 185
-1 34448 365
-1 3734 85
-1 24031 514
-1 20296 287
-1 11727 114
-1 37159 25
-1 41227 220
-1 23727 46
-1 11066 34
-1 27282 78
-1 38954 182
-1 9746 57
-1 26993 391
-1 13295 421
-1 14533 88
-1 32436 355
-1 30279 127
-1 25639 22
-1 42639 445
-1 42119 525
-1 31819 176
-1 23969 91
-1 36772 67
-1 39549 42
-1 17258 156
-1 40279 339
-1 24982 66
-1 13424 32
-1 33317 231
-1 38594 63
-1 12695 121
-1 9092 110
-1 37797 294
-1 34840 290
-1 30766 25
-1 32490 8
-1 24696 89
-1 2448 13
-1 3872 269
-1 29927 208
-1 9436 253
-1 4430 38
-1 41791 486
-1 22724 16
-1 11457 22
-1 35063 222
-1 33955 499
-1 40046 108
-1 41645 308
-1 42712 248
-1 16534 67
-1 39327 167
-1 390 37
-1 527 58
-1 10028 213
-1 31753 115
-1 34986 419
-1 41260 290
-1 30047 39
-1 22099 47
-1 20460 94
-1 38455 16
-1 38455 309
-1 38455 53
-1 38455 219
-1 38455 285
-1 38455 345
-1 38455 43
-1 38455 160
-1 38455 160
-1 38455 176
-1 38455 230
-1 38455 274
-1 38455 60
-1 38455 28
-1 40798 558
-1 5723 128
-1 20439 8
-1 26444 49
-1 3655 8
-1 5037 64
-1 463 42
-1 33059 60
-1 20819 166
-1 10889 15
-1 39220 164
-1 22098 22
-1 12755 349
-1 7272 39
-1 29970 69
-1 30449 11
-1 27209 66
-1 30991 212
-1 21940 480
-1 22575 27
-1 32140 183
-1 25492 33
-1 22852 8
-1 36685 463
-1 32790 527
-1 32384 420
-1 9142 113
-1 39951 413
-1 36015 45
-1 37765 35
-1 32435 1021
-1 8241 41
-1 18249 98
-1 4404 29
-1 7104 132
-1 38455 238
-1 38455 145
-1 38455 136
-1 38455 376
-1 38455 238
-1 23252 153
-1 41038 133
-1 21543 239
-1 28399 60
-1 10047 89
-1 13481 308
-1 29935 33
-1 23121 311
-1 13958 11
-1 18635 330
-1 39996 109
-1 28706 2
-1 16130 137
-1 38896 237
-1 21519 471
-1 29848 344
-1 23949 2
-1 32897 219
-1 23806 852
-1 30911 468
-1 22667 239
-1 41765 445
-1 41946 93
-1 9907 227
-1 17851 27
-1 23853 32
-1 3983 125
-1 14980 187
-1 5125 179
-1 40903 29
-1 23567 57
-1 5827 222
-1 4703 24
-1 27147 118
-1 28208 87
-1 14325 67
-1 32594 79
-1 15612 97
-1 30469 252
-1 1069 82
-1 42733 100
-1 19804 64
-1 39735 142
-1 35503 804
-1 1216 16
-1 1856 71
-1 37447 70
-1 14179 15
-1 1796 124
-1 23638 136
-1 17708 273
-1 1655 164
-1 34000 391
-1 3591 57
-1 10244 77
-1 36608 149
-1 3361 13
-1 31068 122
-1 32830 190
-1 12884 281
-1 22249 20
-1 3869 288
-1 17731 383
-1 28224 60
-1 32515 322
-1 42529 34
-1 20937 367
-1 26021 3
-1 30349 159
-1 18765 64
-1 15205 45
-1 9619 17
-1 28765 8
-1 39646 328
-1 29549 315
-1 30029 441
-1 15963 103
-1 27401 43
-1 42240 322
-1 15437 117
-1 5387 124
-1 37746 266
-1 2753 12
-1 22802 14
-1 16969 10
-1 5264 4
-1 41293 67
-1 11060 89
-1 31691 12
-1 41292 144
-1 24585 3
-1 11542 23
-1 35927 62
-1 35467 53
-1 15210 18
-1 35544 390
-1 22355 8
-1 39942 33
-1 39988 204
-1 2378 128
-1 36034 49
-1 33103 83
-1 5420 112
-1 25793 4
-1 17167 129
-1 309 228
-1 30910 258
-1 22867 81
-1 30970 51
-1 9021 7
-1 15048 207
-1 25923 1
-1 24304 32
-1 4525 19
-1 41986 115
-1 17338 44
-1 7942 60
-1 40000 413
-1 39832 50
-1 29600 172
-1 38048 26
-1 32506 63
-1 8505 14
-1 30292 53
-1 39190 88
-1 26187 407
-1 33370 51
-1 32666 251
-1 28417 9
-1 4855 164
-1 27320 178
-1 21240 67
-1 31083 221
-1 6521 28
-1 30804 452
-1 27070 10
-1 22929 176
-1 34111 146
-1 41105 22
-1 32497 76
-1 27341 142
-1 29988 102
-1 42780 103
-1 34434 157
-1 40172 243
-1 6219 1
-1 11954 207
-1 3184 29
-1 15885 274
-1 42243 85
-1 25037 4
-1 17358 123
-1 19689 77
-1 21548 167
-1 4284 37
-1 31919 374
-1 34088 438
-1 33935 171
-1 41038 184
-1 34564 173
-1 777 210
-1 1014 7
-1 588 17
-1 31507 78
-1 21292 16
-1 30277 279
-1 31528 162
-1 244 66
-1 17889 381
-1 41648 847
-1 28078 118
-1 10337 16
-1 11978 58
-1 19384 89
-1 38176 26
-1 27908 172
-1 1214 95
-1 31933 303
-1 21934 177
-1 37687 43
-1 17433 100
-1 14847 73
-1 25423 35
-1 23069 152
-1 39330 216
-1 16438 72
-1 30092 577
-1 20247 243
-1 20095 647
-1 35398 9
-1 10226 46
-1 38122 429
-1 32269 275
-1 21746 43
-1 7918 112
-1 17544 94
-1 41382 4
-1 42613 119
-1 36864 102
-1 15512 24
-1 11244 10
-1 38620 176
-1 24532 120
-1 39142 255
-1 27706 10
-1 22729 184
-1 35819 70
-1 5922 31
-1 16383 116
-1 31235 62
-1 18340 73
-1 18797 64
-1 36692 208
-1 15703 28
-1 25718 24
-1 42929 429
-1 16056 71
-1 22746 94
-1 32271 111
-1 28421 62
-1 42778 173
-1 35602 372
-1 31036 329
-1 15178 30
-1 6808 140
-1 35099 188
-1 33982 175
-1 16062 256
-1 40836 142
-1 14776 107
-1 8240 150
-1 25791 41
-1 20083 288
-1 3392 380
-1 33765 78
-1 25894 101
-1 29065 140
-1 26160 144
-1 10194 84
-1 38223 45
-1 16786 1
-1 14755 275
-1 39057 48
-1 39028 92
-1 32985 49
-1 8798 7
-1 5880 61
-1 15434 9
-1 12724 67
-1 243 120
-1 10035 94
-1 18364 35
-1 22193 72
-1 12511 371
-1 10501 141
-1 25858 57
-1 34071 84
-1 31344 146
-1 38025 133
-1 11583 95
-1 40297 129
-1 37193 25
-1 21583 20
-1 3439 84
-1 40721 78
-1 10666 92
-1 17290 28
-1 42209 571
-1 15735 38
-1 20514 140
-1 4106 7
-1 40472 260
-1 31849 19
-1 34329 89
-1 37144 61
-1 20485 71
-1 28454 588
-1 40390 66
-1 36449 13
-1 38082 13
-1 38269 79
-1 9624 8
-1 631 119
-1 16262 189
-1 24402 130
-1 27611 361
-1 41713 167
-1 41460 137
-1 33249 125
-1 40733 57
-1 33329 256
-1 33900 481
-1 25525 6
-1 39475 89
-1 36443 299
-1 36443 299
-1 36443 299
-1 36443 299
-1 36443 299
-1 26572 244
-1 42813 85
-1 42813 85
-1 42813 85
-1 42813 85
-1 42813 85
-1 6767 45
-1 6767 45
-1 6767 45
-1 6767 45
-1 6767 45
-1 6767 45
-1 6767 45
-1 6767 45
-1 6767 45
-1 26572 244
-1 34167 57
