label imagenumber objectnumber
-1 30149 12
-1 16151 3
-1 38107 147
-1 30476 58
-1 41859 293
-1 15742 281
-1 23648 543
-1 42599 8
-1 7391 5
-1 33095 39
-1 16732 127
-1 15267 24
-1 206 82
-1 450 34
-1 42046 525
-1 33494 55
-1 356 44
-1 16732 10
-1 19307 67
-1 40163 219
-1 37369 37
-1 28864 51
-1 29637 27
-1 40341 21
-1 8041 47
-1 16687 21
-1 4304 89
-1 15902 39
-1 24823 14
-1 28586 51
-1 39454 97
-1 570 21
-1 37961 76
-1 29711 83
-1 4330 150
-1 42350 53
-1 30210 31
-1 1540 90
-1 22569 14
-1 38616 94
-1 28789 21
-1 28377 19
-1 41082 107
-1 27762 6
-1 4347 50
-1 4143 32
-1 263 110
-1 9945 68
-1 30478 12
-1 37378 59
-1 10469 12
-1 34366 156
-1 34776 65
-1 39357 3
-1 7065 5
-1 37925 2
-1 28870 70
-1 30962 322
-1 38584 47
-1 38962 222
-1 42551 151
-1 18973 58
-1 17214 112
-1 21892 57
-1 5793 168
-1 39565 146
-1 12368 12
-1 16474 71
-1 38462 181
-1 974 11
-1 26471 12
-1 26880 85
-1 31339 41
-1 23860 134
-1 12604 1
-1 40308 243
-1 40990 195
-1 12775 27
-1 7421 211
-1 36085 17
-1 28124 23
-1 17440 146
-1 30166 90
-1 7756 4
-1 27212 24
-1 22439 495
-1 13210 58
-1 27436 106
-1 17713 220
-1 41629 290
-1 35063 114
-1 28064 12
-1 33342 203
-1 12571 284
-1 41904 1
-1 38494 283
-1 36368 132
-1 15469 4
-1 40707 28
-1 21822 7
-1 30837 7
-1 27884 105
-1 7478 172
-1 12012 175
-1 15502 75
-1 13186 63
-1 12459 59
-1 36646 203
-1 32818 536
-1 39520 21
-1 27795 184
-1 34846 33
-1 28840 63
-1 32620 459
-1 1310 36
-1 13781 2
-1 13781 1
-1 13782 1
-1 12245 1
-1 28861 73
-1 28861 37
-1 28861 26
-1 7452 10
-1 7453 17
-1 7453 26
-1 7453 10
-1 7359 50
-1 7360 45
-1 7360 44
-1 7360 57
-1 7360 31
-1 7360 22
-1 7357 32
-1 7357 39
-1 7357 17
-1 7358 32
-1 28953 42
-1 28953 21
-1 28953 44
-1 28953 57
-1 28953 51
-1 34919 85
-1 34919 80
-1 34919 87
-1 34919 51
-1 34919 77
-1 28500 7
-1 8784 78
-1 8784 40
-1 8784 47
-1 8784 76
-1 8784 43
-1 8784 69
-1 8783 27
-1 8783 26
-1 16681 1
-1 16681 39
-1 24003 3
-1 24003 1
-1 24002 11
-1 24001 15
-1 24001 5
-1 24001 1
-1 24001 21
-1 24001 3
-1 24969 10
-1 24972 62
-1 24972 17
-1 24971 48
-1 24970 16
-1 24969 55
-1 36461 44
-1 36462 106
-1 36462 112
-1 36462 61
-1 36461 125
-1 36461 33
-1 36461 102
-1 36463 93
-1 36463 93
-1 12693 138
-1 12693 108
-1 12693 49
-1 12694 192
-1 12694 2
-1 12694 72
-1 12694 75
-1 12694 141
-1 12694 11
-1 12695 4
-1 12695 18
-1 12695 281
-1 12695 95
-1 28083 227
-1 28083 21
-1 28083 251
-1 28084 98
-1 28084 142
-1 28084 121
-1 28084 20
-1 28081 81
-1 28081 115
-1 28081 51
-1 28081 11
-1 28081 35
-1 28081 62
-1 28082 38
-1 28082 30
-1 28082 84
-1 28082 102
-1 31853 10
-1 31853 62
-1 31853 7
-1 31853 54
-1 31854 61
-1 31854 68
-1 31854 103
-1 31854 3
-1 31854 96
-1 31856 104
-1 31856 11
-1 31856 114
-1 14208 94
-1 31068 161
-1 12124 7
-1 25690 43
-1 33422 10
-1 5541 124
-1 4577 27
-1 33308 89
-1 28598 3
-1 8783 5
-1 22241 119
-1 5929 63
-1 11588 47
-1 32689 110
-1 35886 108
-1 2581 1
-1 22783 39
-1 12803 2
-1 8118 10
-1 9827 185
-1 39147 81
-1 4195 105
-1 25528 30
-1 8721 31
-1 32698 45
-1 8614 138
-1 25420 42
-1 16395 196
-1 16375 100
-1 38624 12
-1 29491 158
-1 11540 2
-1 508 127
-1 17659 87
-1 27019 124
-1 463 39
-1 970 74
-1 34150 52
-1 40833 54
-1 28682 26
-1 24451 172
-1 1134 59
-1 3819 68
-1 7435 89
-1 16424 38
-1 41070 145
-1 21632 91
-1 26832 335
-1 38865 144
-1 14559 248
-1 37133 28
-1 4692 32
-1 19797 9
-1 19696 46
-1 32007 22
-1 1072 38
-1 6221 66
-1 26329 103
-1 24331 404
-1 34565 348
-1 25700 94
-1 34967 253
-1 9799 43
-1 26176 117
-1 9677 63
-1 23819 4
-1 31908 67
-1 19220 34
-1 23896 147
-1 18753 179
-1 14178 243
-1 26255 166
-1 28763 66
-1 15906 134
-1 21827 60
-1 25509 8
-1 3950 40
-1 40697 48
-1 27447 96
-1 8014 29
-1 505 177
-1 19227 224
-1 15726 92
-1 4251 63
-1 40107 63
-1 8264 91
-1 35724 426
-1 29142 78
-1 16281 70
-1 30320 176
-1 4917 39
-1 19504 12
-1 39610 62
-1 28616 16
-1 14783 34
-1 5048 41
-1 8792 83
-1 37631 7
-1 10161 18
-1 12768 34
-1 7469 112
-1 38151 56
-1 40978 145
-1 25075 1
-1 40317 53
-1 28225 89
-1 40577 51
-1 40273 2
-1 7359 37
-1 34919 38
-1 12695 225
-1 17542 201
