label imagenumber objectnumber
-1 20328 8
-1 18209 2
-1 20897 340
-1 30767 7
-1 39882 2
-1 39964 403
-1 7401 67
-1 32329 89
-1 39343 196
-1 17210 82
-1 7743 119
-1 39534 68
-1 8408 4
-1 646 68
-1 14650 15
-1 35445 126
-1 30228 16
-1 31358 199
-1 30747 81
-1 35432 4
-1 16902 114
-1 25315 60
-1 9818 110
-1 1213 92
-1 19795 74
-1 15018 42
-1 38662 6
-1 20163 16
-1 36669 47
-1 39060 108
-1 33050 143
-1 38518 210
-1 15049 174
-1 21539 76
-1 26240 146
-1 28732 6
-1 18438 26
-1 35476 50
-1 5818 37
-1 34372 19
-1 20230 116
-1 34335 111
-1 35346 21
-1 8797 14
-1 20458 81
-1 17842 23
-1 3031 34
-1 26740 15
-1 29203 245
-1 8636 56
-1 17877 260
-1 8708 13
-1 1174 205
-1 20815 87
-1 29451 177
-1 40581 72
-1 22124 107
-1 13492 28
-1 38814 115
-1 5477 133
-1 27541 140
-1 28023 20
-1 36147 22
-1 1057 37
-1 31642 37
-1 37068 139
-1 524 16
-1 22679 64
-1 28927 330
-1 29655 30
-1 33688 74
-1 27508 173
-1 37788 438
-1 37943 258
-1 27565 149
-1 1177 26
-1 25778 30
-1 12653 80
-1 12770 76
-1 17729 12
-1 26183 245
-1 28002 42
-1 37937 182
-1 29370 134
-1 22355 44
-1 40380 97
-1 30324 418
-1 32978 83
-1 15396 92
-1 34790 595
-1 22914 224
-1 32596 174
-1 13512 140
-1 42741 596
-1 11450 12
-1 35009 357
-1 20253 32
-1 27062 67
-1 35744 275
-1 18500 34
-1 13512 47
-1 31659 674
-1 42997 160
-1 6765 57
-1 32003 11
-1 29597 163
-1 18538 10
-1 1694 38
-1 4227 137
-1 16274 218
-1 30272 31
-1 3204 36
-1 5506 114
-1 3482 42
-1 40386 41
-1 5366 31
-1 42593 126
-1 785 112
-1 4024 117
-1 34465 54
-1 20830 9
-1 41955 150
-1 23 30
-1 20074 243
-1 37164 167
-1 2892 22
-1 23127 445
-1 39928 178
-1 34511 51
-1 13461 159
-1 33417 258
-1 13493 196
-1 3653 160
-1 26159 73
-1 39856 13
-1 34059 387
-1 23199 18
-1 24348 33
-1 7799 61
-1 719 105
-1 17158 9
-1 40854 79
-1 13757 59
-1 28713 19
-1 22787 131
-1 41420 43
-1 34948 145
-1 16909 237
-1 22412 406
-1 39303 102
-1 34526 151
-1 10754 6
-1 27383 169
-1 30964 536
-1 11743 65
-1 7178 25
-1 28684 10
-1 8063 15
-1 13344 21
-1 7291 9
-1 18503 129
-1 40716 54
-1 21429 126
-1 6493 61
-1 35332 10
-1 6818 32
-1 39292 41
-1 2824 61
-1 5657 32
-1 22320 147
-1 14939 19
-1 20360 9
-1 29259 164
-1 9610 45
-1 14251 169
-1 9650 213
-1 34543 96
-1 7293 16
-1 17332 9
-1 17507 58
-1 7877 8
-1 10305 23
-1 3430 25
-1 25765 23
-1 10087 38
-1 19230 32
-1 11584 54
-1 11383 20
-1 5535 41
-1 33787 5
-1 29504 20
-1 23585 75
-1 35770 47
-1 24550 57
-1 23908 228
-1 2631 57
-1 7946 68
-1 34981 59
-1 42768 281
-1 15490 26
-1 3980 51
-1 11635 92
-1 34734 481
-1 38921 8
-1 32970 26
-1 41484 269
-1 11268 67
-1 6056 17
-1 24335 42
-1 17601 13
-1 40042 14
-1 39972 293
-1 16361 23
-1 8916 4
-1 8604 8
-1 6149 5
-1 20704 209
-1 5739 63
-1 22483 93
-1 39010 11
-1 37590 34
-1 25346 34
-1 40777 8
-1 3987 15
-1 27610 137
-1 4107 83
-1 33042 59
-1 17599 142
-1 24084 40
-1 12614 59
-1 11762 127
-1 10257 11
-1 5105 78
-1 25108 14
-1 24191 137
-1 10109 57
-1 21554 53
-1 19908 6
-1 6855 106
-1 6391 3
-1 17999 12
-1 17999 12
-1 16384 16
-1 34344 73
-1 33730 76
-1 1844 12
-1 19979 34
-1 10109 57
-1 41661 198
-1 14972 10
-1 22553 11
-1 19542 40
-1 13008 194
-1 24004 12
-1 3332 7
-1 40598 144
-1 34412 346
-1 34998 301
-1 27647 114
-1 34689 16
-1 8259 35
-1 32777 101
-1 30769 239
-1 24440 26
-1 35212 153
-1 36815 11
-1 16270 20
-1 33364 28
-1 22290 51
-1 12870 104
-1 11043 144
-1 30279 461
-1 23149 138
-1 25222 210
-1 17623 144
-1 24163 283
-1 34567 396
-1 24389 103
-1 20487 131
-1 20611 6
-1 38321 9
-1 42174 241
-1 1145 118
-1 16993 42
-1 10898 65
-1 23576 20
-1 22836 14
-1 26151 116
-1 34053 81
-1 39450 122
-1 35752 120
-1 37698 443
-1 11090 8
-1 5830 59
-1 582 45
-1 8587 102
-1 30966 47
-1 39293 147
-1 16045 130
-1 41161 42
-1 41434 25
-1 21579 97
-1 5124 27
-1 32380 146
-1 4150 148
-1 16142 149
-1 31773 18
-1 35763 365
-1 39904 15
-1 42751 54
-1 42429 245
-1 37694 100
-1 11283 150
-1 11384 57
-1 27002 125
-1 7876 6
-1 37312 114
-1 15307 113
-1 7929 13
-1 35194 57
-1 11738 52
-1 7380 71
-1 29215 200
-1 5908 3
-1 39277 71
-1 6168 110
-1 35166 286
-1 3112 13
-1 14556 34
-1 777 179
-1 5718 331
-1 5349 47
-1 22914 4
-1 11474 22
-1 23628 62
-1 25905 13
-1 10690 68
-1 38990 32
-1 20936 239
-1 35016 312
-1 1028 21
-1 38964 96
-1 23941 25
-1 29750 86
-1 1090 69
-1 27845 8
-1 22346 60
-1 12858 3
-1 24655 85
-1 11865 67
-1 10883 347
-1 13089 9
-1 15947 23
-1 38290 101
-1 18680 117
-1 22244 41
-1 8689 130
-1 24915 66
-1 41790 16
-1 38088 269
-1 20110 63
-1 13767 56
-1 29012 12
-1 21750 135
-1 42101 109
-1 26195 160
-1 9857 46
-1 34561 42
-1 7640 53
-1 16720 14
-1 24352 4
-1 24318 19
-1 29203 238
-1 15934 171
-1 28041 6
-1 30729 31
-1 34608 29
-1 39976 205
-1 5582 98
-1 5461 21
-1 34099 645
-1 17071 174
-1 42750 17
-1 9550 78
-1 22226 56
-1 16659 142
-1 16306 311
-1 6807 251
-1 30015 76
-1 27869 97
-1 38068 38
-1 6474 179
-1 41143 119
-1 28047 64
-1 38504 257
-1 25824 24
-1 42189 619
-1 7586 61
-1 36876 36
-1 29021 106
-1 31870 111
-1 30809 113
-1 27322 267
-1 22854 17
-1 25781 43
-1 25613 56
-1 726 121
-1 28894 29
-1 11158 20
-1 28896 75
-1 37172 435
-1 480 7
-1 14749 19
-1 31709 183
-1 32718 34
-1 10500 17
-1 35197 347
-1 20431 242
-1 40908 58
-1 33887 369
-1 18043 26
-1 21324 248
-1 36094 103
-1 7381 2
-1 31968 22
-1 12551 18
-1 7308 1
-1 27106 58
-1 17335 143
-1 29662 204
-1 23440 402
-1 5579 22
-1 2215 63
-1 27063 44
-1 27009 340
-1 12500 272
-1 1146 56
-1 34586 425
-1 12661 195
-1 32592 308
-1 42955 231
-1 8338 10
-1 3699 28
-1 31314 21
-1 41808 507
-1 32132 3
-1 19545 114
-1 31798 25
-1 38993 19
-1 41579 518
-1 18 31
-1 37882 5
-1 14681 14
-1 41785 511
-1 41483 363
-1 14337 19
-1 15686 63
-1 19662 50
-1 18028 110
-1 34718 26
-1 39673 20
-1 42801 9
-1 32232 152
-1 32176 19
-1 23537 543
-1 40688 321
-1 25405 519
-1 2245 83
-1 3144 31
-1 42223 495
-1 14579 10
-1 24166 8
-1 11844 55
-1 1067 32
-1 36222 745
-1 33290 5
-1 42020 186
-1 20139 315
-1 38119 13
-1 23944 12
-1 24032 118
-1 36910 124
-1 3867 43
-1 18664 24
-1 41761 77
-1 20602 290
-1 23759 25
-1 42670 253
-1 24739 37
-1 41632 526
-1 23440 698
-1 2490 1
-1 16948 116
-1 8869 18
-1 23546 435
-1 16788 2
-1 41523 584
-1 11344 216
-1 31279 250
-1 11642 13
-1 12624 24
-1 12724 119
-1 24311 38
-1 42595 256
-1 17648 20
-1 29877 16
-1 38568 48
-1 24984 459
-1 6574 10
-1 32435 701
-1 23471 91
-1 2831 4
-1 3940 27
-1 23471 805
-1 16843 18
-1 3460 4
-1 16819 3
-1 39037 62
-1 16819 5
-1 14957 5
-1 28810 14
-1 7593 34
-1 16826 82
-1 34791 261
-1 33909 7
-1 16843 2
-1 38324 19
-1 38324 30
-1 26669 16
-1 24459 118
-1 16817 33
-1 1340 69
-1 38321 1
-1 16817 27
-1 16817 47
-1 16817 46
-1 16817 49
-1 16820 19
-1 23096 207
-1 16820 24
-1 16826 182
-1 33539 56
-1 16820 26
-1 16843 122
-1 16820 27
-1 16826 4
-1 12582 155
-1 3148 95
-1 16826 27
-1 16826 46
-1 16821 125
-1 16821 107
-1 16821 63
-1 16821 182
-1 16821 168
-1 16821 149
-1 16826 50
-1 11364 14
-1 16821 145
-1 16821 76
-1 1384 32
-1 16826 27
-1 16826 2
-1 1181 32
-1 16843 21
-1 16820 38
-1 16843 66
-1 18894 197
-1 16819 6
-1 16819 5
-1 16819 48
-1 23167 40
-1 33852 238
-1 24070 631
-1 23366 58
-1 37493 5
-1 31143 67
-1 23618 108
-1 39469 207
-1 23746 164
-1 41727 4
-1 23748 199
-1 31728 416
-1 37923 131
-1 33170 159
-1 36132 509
-1 42509 308
-1 20844 262
-1 32424 352
-1 7510 6
-1 42120 184
-1 24308 163
-1 38288 188
-1 42011 919
-1 23717 112
-1 23198 80
-1 23301 265
-1 2247 38
-1 22860 37
-1 17796 48
-1 35284 11
-1 35699 8
-1 21551 499
-1 4954 235
-1 42923 4
-1 1302 4
-1 20298 44
-1 38195 102
-1 42496 63
-1 2919 6
-1 26498 58
-1 28171 60
-1 42648 260
-1 34163 167
-1 41611 108
-1 41627 227
-1 38973 244
-1 39302 269
-1 38054 104
-1 23191 68
-1 18948 34
-1 23263 530
-1 6489 227
-1 9930 11
-1 40875 5
-1 30745 5
-1 41531 649
-1 18890 73
-1 24334 28
-1 37476 150
-1 4227 127
-1 33368 200
-1 33859 465
-1 28688 14
-1 20464 577
-1 22997 80
-1 41566 123
-1 41666 131
-1 33164 61
-1 23742 39
-1 42203 338
-1 9337 26
-1 39122 140
-1 30035 71
-1 34638 488
-1 18187 126
-1 27656 111
-1 8954 136
-1 22201 47
-1 29823 17
-1 17995 55
-1 40068 347
-1 10034 93
-1 8684 121
-1 26150 48
-1 41989 319
-1 29780 554
-1 34986 487
-1 16074 269
-1 41623 328
-1 40398 121
-1 11089 103
-1 24208 524
-1 14228 366
-1 29451 35
-1 21820 761
-1 25405 182
-1 36690 63
-1 36259 94
-1 35966 105
-1 38522 15
-1 20512 265
-1 39135 530
-1 34047 295
-1 40029 113
-1 28570 31
-1 9678 114
-1 22330 216
-1 15865 84
-1 36333 17
-1 5730 36
-1 42495 16
-1 36698 91
-1 29379 16
-1 31742 114
-1 17793 168
-1 26140 103
-1 19134 84
-1 7304 72
-1 42140 291
-1 19311 82
-1 32998 619
-1 36023 81
-1 42196 246
-1 6303 103
-1 11930 107
-1 6169 55
-1 32026 12
-1 42139 4
-1 8339 171
-1 38452 77
-1 22400 8
-1 9796 39
-1 29825 25
-1 33490 194
-1 26657 40
-1 5190 25
-1 13526 30
-1 14642 155
-1 32490 2
-1 6352 147
-1 27024 170
-1 26799 109
-1 11250 68
-1 16935 121
-1 36327 50
-1 30020 27
-1 39982 89
-1 41987 656
-1 42940 566
-1 36478 21
-1 34573 237
-1 9662 379
-1 20973 114
-1 16390 42
-1 9439 162
-1 17063 828
-1 21770 7
-1 35398 136
-1 11552 130
-1 17832 144
-1 4919 71
-1 35488 345
-1 16163 150
-1 21813 139
-1 23862 419
-1 40891 28
-1 29892 3
-1 33507 267
-1 33512 301
-1 12830 33
-1 36256 160
-1 12609 98
-1 34992 170
-1 1042 7
-1 2722 55
-1 12340 137
-1 7754 24
-1 33341 110
-1 31458 337
-1 11012 45
-1 7992 328
-1 213 13
-1 12847 11
-1 27879 131
-1 32623 741
-1 10898 117
-1 31568 160
-1 32899 137
-1 14423 146
-1 18135 16
-1 37647 201
-1 5341 36
-1 40858 105
-1 9517 34
-1 35430 12
-1 19791 35
-1 26080 10
-1 1254 16
-1 8137 129
-1 15165 8
-1 2738 30
-1 16595 49
-1 9321 31
-1 24259 15
-1 30023 143
-1 10688 11
-1 14366 46
-1 4036 30
-1 13347 38
-1 26622 99
-1 20989 21
-1 14546 9
-1 40335 69
-1 41728 10
-1 22400 61
-1 4619 65
-1 28359 16
-1 42136 101
-1 33297 86
-1 25852 33
-1 34179 230
-1 8888 121
-1 34784 323
-1 12684 3
-1 3991 158
-1 9233 74
-1 9393 17
-1 29781 28
-1 34013 13
-1 12573 9
-1 40906 108
-1 4126 7
-1 22681 175
-1 8309 103
-1 26341 28
-1 38411 148
-1 41872 94
-1 34805 7
-1 19077 78
-1 30733 113
-1 1083 181
-1 36738 38
-1 36866 11
-1 11375 114
-1 23066 40
-1 34232 20
-1 8395 7
-1 35908 10
-1 5773 103
-1 13213 145
-1 19337 11
-1 892 90
-1 27416 28
-1 7781 46
-1 35541 138
-1 94 259
-1 30293 165
-1 31316 12
-1 41196 7
-1 41594 346
-1 8298 173
-1 36142 238
-1 14147 19
-1 20747 282
-1 1880 2
-1 31237 79
-1 42748 145
-1 8573 49
-1 1112 58
-1 589 125
-1 2372 149
-1 37099 539
-1 39811 60
-1 4362 60
-1 41323 195
-1 30914 44
-1 9605 71
-1 35836 27
-1 11934 20
-1 34167 383
-1 25731 101
-1 4607 133
